# Does a safe fifth card beat standing at four? Output is predicted leak - lower is better.
# A safe miss neither busts nor reaches 21. Placement is optimised over socket choices on BOTH sides.
arm,fourCardHand,fourCardTotal,fifthRank,fiveCardTotal,standLeak,hitLeak,delta,verdict
C,2+3+6+6,17,3,20,5.0,2.0,-3.0,HIT BETTER
C,2+3+6+7,18,A,19,2.0,8.0,6.0,stand better
C,2+3+6+7,18,2,20,2.0,2.0,0.0,no difference
C,2+3+6+8,19,A,20,1.0,2.0,1.0,stand better
C,2+3+7+7,19,A,20,1.0,4.0,3.0,stand better
C,2+4+4+5,15,A,16,15.0,15.0,0.0,no difference
C,2+4+4+5,15,2,17,15.0,13.0,-2.0,HIT BETTER
C,2+4+4+5,15,3,18,15.0,13.0,-2.0,HIT BETTER
C,2+4+4+5,15,5,20,15.0,0.0,-15.0,HIT BETTER
C,2+4+4+6,16,A,17,13.0,15.0,2.0,stand better
C,2+4+4+6,16,2,18,13.0,13.0,0.0,no difference
C,2+4+4+6,16,3,19,13.0,8.0,-5.0,HIT BETTER
C,2+4+4+7,17,A,18,7.0,12.0,5.0,stand better
C,2+4+4+7,17,2,19,7.0,6.0,-1.0,HIT BETTER
C,2+4+4+7,17,3,20,7.0,1.0,-6.0,HIT BETTER
C,2+4+4+8,18,A,19,2.0,4.0,2.0,stand better
C,2+4+4+8,18,2,20,2.0,1.0,-1.0,HIT BETTER
C,2+4+4+9,19,A,20,0.0,2.0,2.0,stand better
C,2+4+5+5,16,A,17,9.0,13.0,4.0,stand better
C,2+4+5+5,16,2,18,9.0,11.0,2.0,stand better
C,2+4+5+5,16,3,19,9.0,5.0,-4.0,HIT BETTER
C,2+4+5+5,16,4,20,9.0,0.0,-9.0,HIT BETTER
C,2+4+5+6,17,A,18,3.0,11.0,8.0,stand better
C,2+4+5+6,17,2,19,3.0,11.0,8.0,stand better
C,2+4+5+6,17,3,20,3.0,2.0,-1.0,HIT BETTER
C,2+4+5+7,18,A,19,3.0,4.0,1.0,stand better
C,2+4+5+7,18,2,20,3.0,1.0,-2.0,HIT BETTER
C,2+4+5+8,19,A,20,1.0,2.0,1.0,stand better
C,2+4+6+6,18,A,19,3.0,11.0,8.0,stand better
C,2+4+6+6,18,2,20,3.0,2.0,-1.0,HIT BETTER
C,2+4+6+7,19,A,20,2.0,1.0,-1.0,HIT BETTER
C,2+5+5+6,18,A,19,1.0,1.0,0.0,no difference
C,2+5+5+6,18,2,20,1.0,1.0,0.0,no difference
C,2+5+5+7,19,A,20,1.0,1.0,0.0,no difference
C,2+5+6+6,19,A,20,1.0,1.0,0.0,no difference
C,3+3+4+4,14,A,15,15.0,18.0,3.0,stand better
C,3+3+4+4,14,2,16,15.0,15.0,0.0,no difference
C,3+3+4+4,14,5,19,15.0,2.0,-13.0,HIT BETTER
C,3+3+4+4,14,6,20,15.0,2.0,-13.0,HIT BETTER
C,3+3+4+5,15,A,16,11.0,18.0,7.0,stand better
C,3+3+4+5,15,2,17,11.0,15.0,4.0,stand better
C,3+3+4+5,15,4,19,11.0,2.0,-9.0,HIT BETTER
C,3+3+4+5,15,5,20,11.0,1.0,-10.0,HIT BETTER
C,3+3+4+6,16,A,17,9.0,15.0,6.0,stand better
C,3+3+4+6,16,2,18,9.0,13.0,4.0,stand better
C,3+3+4+6,16,4,20,9.0,2.0,-7.0,HIT BETTER
C,3+3+4+7,17,A,18,7.0,12.0,5.0,stand better
C,3+3+4+7,17,2,19,7.0,2.0,-5.0,HIT BETTER
C,3+3+4+8,18,A,19,3.0,6.0,3.0,stand better
C,3+3+4+8,18,2,20,3.0,2.0,-1.0,HIT BETTER
C,3+3+4+9,19,A,20,1.0,2.0,1.0,stand better
C,3+3+5+5,16,A,17,9.0,14.0,5.0,stand better
C,3+3+5+5,16,2,18,9.0,13.0,4.0,stand better
C,3+3+5+5,16,4,20,9.0,1.0,-8.0,HIT BETTER
C,3+3+5+6,17,A,18,3.0,11.0,8.0,stand better
C,3+3+5+6,17,2,19,3.0,2.0,-1.0,HIT BETTER
C,3+3+5+7,18,A,19,3.0,8.0,5.0,stand better
C,3+3+5+7,18,2,20,3.0,2.0,-1.0,HIT BETTER
C,3+3+5+8,19,A,20,1.0,2.0,1.0,stand better
C,3+3+6+6,18,A,19,3.0,11.0,8.0,stand better
C,3+3+6+6,18,2,20,3.0,2.0,-1.0,HIT BETTER
C,3+3+6+7,19,A,20,1.0,4.0,3.0,stand better
C,3+4+4+5,16,A,17,9.0,13.0,4.0,stand better
C,3+4+4+5,16,2,18,9.0,13.0,4.0,stand better
C,3+4+4+5,16,3,19,9.0,2.0,-7.0,HIT BETTER
C,3+4+4+6,17,A,18,9.0,13.0,4.0,stand better
C,3+4+4+6,17,2,19,9.0,8.0,-1.0,HIT BETTER
C,3+4+4+6,17,3,20,9.0,2.0,-7.0,HIT BETTER
C,3+4+4+7,18,A,19,5.0,2.0,-3.0,HIT BETTER
C,3+4+4+7,18,2,20,5.0,1.0,-4.0,HIT BETTER
C,3+4+4+8,19,A,20,1.0,2.0,1.0,stand better
C,3+4+5+5,17,A,18,7.0,11.0,4.0,stand better
C,3+4+5+5,17,2,19,7.0,5.0,-2.0,HIT BETTER
C,3+4+5+5,17,3,20,7.0,1.0,-6.0,HIT BETTER
C,3+4+5+6,18,A,19,3.0,2.0,-1.0,HIT BETTER
C,3+4+5+6,18,2,20,3.0,2.0,-1.0,HIT BETTER
C,3+4+5+7,19,A,20,1.0,2.0,1.0,stand better
C,3+4+6+6,19,A,20,1.0,2.0,1.0,stand better
C,3+5+5+6,19,A,20,1.0,1.0,0.0,no difference
C,4+4+5+5,18,A,19,2.0,6.0,4.0,stand better
C,4+4+5+5,18,2,20,2.0,0.0,-2.0,HIT BETTER
C,4+4+5+6,19,A,20,1.0,2.0,1.0,stand better

# THE PRIMARY MEASUREMENT: how often a safe fifth card beat standing at four.
# Arm C is expected to be near-zero - 'functionally dead on a safe miss'.
# If it is, prototype/VALIDATION.md says Arm B is the design.
arm,cases,hitBetter,noDifference,standBetter,hitBetterFraction,meanLeakDelta
A,902,646,162,94,0.716,-4.293
B,902,613,139,150,0.680,-3.803
C,902,437,85,380,0.484,-0.736

# The same, by four-card total. This is the SHAPE - a live band looks different from a dead one.
arm,fourCardTotal,cases,hitBetter,hitBetterFraction,meanLeakDelta
A,12,84,80,0.952,-11.083
A,13,87,85,0.977,-10.724
A,14,112,110,0.982,-9.152
A,15,119,114,0.958,-7.319
A,16,120,112,0.933,-5.208
A,17,114,96,0.842,-2.167
A,18,116,44,0.379,1.172
A,19,92,5,0.054,2.870
A,20,58,0,0.000,6.207
B,12,84,75,0.893,-9.607
B,13,87,78,0.897,-9.540
B,14,112,106,0.946,-8.652
B,15,119,109,0.916,-7.008
B,16,120,104,0.867,-4.708
B,17,114,99,0.868,-2.860
B,18,116,42,0.362,1.328
B,19,92,0,0.000,3.620
B,20,58,0,0.000,7.138
C,12,84,61,0.726,-5.679
C,13,87,64,0.736,-5.563
C,14,112,80,0.714,-5.062
C,15,119,77,0.647,-3.370
C,16,120,68,0.567,-0.900
C,17,114,67,0.588,-0.281
C,18,116,19,0.164,3.112
C,19,92,1,0.011,5.228
C,20,58,0,0.000,9.707
